Drugname;MIC_0.002;MIC_0.004;MIC_0.008;MIC_0.016;MIC_0.032;MIC_0.064;MIC_0.125;MIC_0.25;MIC_0.5;MIC_1;MIC_2;MIC_4;MIC_8;MIC_16;MIC_32;MIC_64;MIC_128;MIC_256;MIC_512;Distribution;Observations;ECOFF;Breakpoint_type;Sensitive;Resistant
Gentamicin;0;0;0;0;0;0;1;2;7;13;26;24;20;23;44;74;5;0;0;5;239;32,000;Viridans_group_streptococci;NA;NA
Imipenem;0;20;43;54;41;14;12;5;3;2;2;0;0;0;0;0;0;0;0;4;196;NA;Viridans_group_streptococci;2,000;2,000
Imipenem-relebactam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Viridans_group_streptococci;2,000;2,000
Levofloxacin;0;0;0;0;0;0;0;0;5;81;17;2;0;0;0;0;0;0;0;1;105;NA;Viridans_group_streptococci;NA;NA
Linezolid;0;0;0;0;0;0;0;0;40;218;19;0;1;0;0;0;0;0;0;5;278;2,000;Viridans_group_streptococci;NA;NA
Meropenem;0;0;9;38;27;24;9;9;3;3;4;0;0;0;0;0;0;0;0;3;126;0,125;Viridans_group_streptococci;2,000;2,000
Minocycline;0;0;0;0;1;17;46;55;23;4;2;12;19;14;3;0;0;0;0;4;196;0,500;Viridans_group_streptococci;NA;NA
Moxifloxacin;0;0;0;0;21;19;95;60;8;0;1;0;2;0;0;0;0;0;0;1;206;NA;Viridans_group_streptococci;NA;NA
Oritavancin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Viridans_group_streptococci;0,250;0,250
Oxacillin;0;0;0;0;0;72;41;58;15;23;11;11;8;4;2;0;0;0;0;3;245;NA;Viridans_group_streptococci;NA;NA
Piperacillin-tazobactam;0;1;15;32;52;11;20;23;16;8;5;7;3;3;0;0;0;0;0;4;196;NA;Viridans_group_streptococci;NA;NA
Quinupristin-dalfopristin;0;0;0;0;0;0;0;0;6;17;5;2;0;1;0;0;0;0;0;1;31;NA;Viridans_group_streptococci;NA;NA
Tedizolid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Viridans_group_streptococci;0,500;0,500
Teicoplanin;0;0;0;0;23;84;77;10;2;0;0;0;0;0;0;0;0;0;0;4;196;NA;Viridans_group_streptococci;2,000;2,000
Telavancin;0;0;8;32;39;28;2;0;0;0;0;0;0;0;0;0;0;0;0;5;109;NA;Viridans_group_streptococci;NA;NA
Telavancin (w P80);0;0;0;27;46;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;77;NA;Viridans_group_streptococci;NA;NA
Tetracycline;0;0;0;0;0;0;7;43;76;15;3;2;0;8;16;22;4;0;0;4;196;2,000;Viridans_group_streptococci;NA;NA
Vancomycin;0;0;0;0;0;0;0;6;116;59;0;0;0;0;0;0;0;0;0;2;181;NA;Viridans_group_streptococci;2,000;2,000
