Drugname;MIC_0.002;MIC_0.004;MIC_0.008;MIC_0.016;MIC_0.03;MIC_0.06;MIC_0.125;MIC_0.25;MIC_0.5;MIC_1;MIC_2;MIC_4;MIC_8;MIC_16;MIC_32;MIC_64;MIC_128;MIC_256;MIC_512;Distribution;Observations;ECOFF;Breakpoint_type;Sensitive;Resistant
Oritavancin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;0,125;0,125
Oxacillin;0;0;0;0;0;2;2;2;9;22;43;104;68;25;65;98;73;173;0;5;686;1,000;Staphylococcus;NA;NA
Piperacillin-tazobactam;0;0;0;0;0;0;0;1;4;37;76;30;28;11;4;4;11;22;0;2;228;NA;Staphylococcus;NA;NA
Quinupristin-dalfopristin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;1,000;2,000
Rifampicin;0;50;103;115;33;5;1;0;1;2;3;7;0;0;3;0;7;10;30;3;370;0,064;Staphylococcus;0,060;0,500
Roxithromycin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;1,000;2,000
Tedizolid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;0,500;0,500
Teicoplanin;0;0;0;0;0;0;1;29;30;49;81;204;118;13;2;1;0;0;0;4;528;NA;Staphylococcus;2,000;2,000
Telavancin;0;0;0;0;0;8;206;645;169;29;7;0;0;0;0;0;0;0;0;13;1064;NA;Staphylococcus;0,125;0,125
Tetracycline;0;0;0;0;0;0;0;23;129;21;178;63;21;4;8;26;23;32;0;4;528;1,000;Staphylococcus;1,000;2,000
Tigecycline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;0,500;0,500
Tobramycin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;1,000;1,000
Trimethoprim;0;0;0;0;0;0;1;37;33;14;11;5;2;3;19;34;48;321;0;4;528;NA;Staphylococcus;4,000;4,000
Trimethoprim-sulfamethoxazole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;2,000;4,000
Vancomycin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Staphylococcus;2,000;2,000
