Drugname;MIC_0.002;MIC_0.004;MIC_0.008;MIC_0.016;MIC_0.03;MIC_0.06;MIC_0.125;MIC_0.25;MIC_0.5;MIC_1;MIC_2;MIC_4;MIC_8;MIC_16;MIC_32;MIC_64;MIC_128;MIC_256;MIC_512;Distribution;Observations;ECOFF;Breakpoint_type;Sensitive;Resistant
Cefepime;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;1,000;4,000
Cefiderocol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;2,000;2,000
Cefixime;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;1,000;1,000
Cefotaxime;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;1,000;2,000
Cefpodoxime;0;0;0;0;0;0;1;17;37;48;15;12;6;3;6;11;3;0;138;2;297;NA;Enterobacterales;1,000;1,000
Cefpodoxime-clavulanic acid;0;0;0;0;0;0;0;7;11;27;16;6;5;3;2;7;0;0;137;1;221;NA;Enterobacterales;NA;NA
Ceftaroline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,500;0,500
Ceftazidime;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;1,000;4,000
Ceftazidime-avibactam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;8,000;8,000
Ceftibuten;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;1,000;1,000
Ceftobiprole;0;0;0;0;0;15;2;1;1;0;0;0;0;1;0;0;0;0;0;3;20;NA;Enterobacterales;0,250;0,250
Ceftolozane-tazobactam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;2,000;2,000
Ceftriaxone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;1,000;2,000
Cefuroxime;0;0;0;0;0;0;0;0;0;4;5;7;5;33;85;12;1;0;0;2;152;NA;Enterobacterales;0,001;8,000
Chloramphenicol;0;0;0;0;0;0;0;0;0;0;2;13;36;17;0;0;0;0;0;1;68;NA;Enterobacterales;8,000;8,000
Ciprofloxacin;0;0;0;3;3;2;4;0;0;0;0;0;0;0;0;1;0;0;0;1;13;NA;Enterobacterales;0,250;0,500
Colistin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;2,000;2,000
Delafloxacin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,125;0,125
Doripenem;0;0;0;0;0;1;8;4;2;0;0;0;0;0;0;0;0;0;0;1;15;NA;Enterobacterales;1,000;2,000
Eravacycline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,500;0,500
Ertapenem;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,500;0,500
Fosfomycin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;32,000;32,000
Gentamicin;0;0;0;0;0;0;0;44;72;45;7;3;2;2;1;1;0;0;139;2;316;NA;Enterobacterales;2,000;2,000
Imipenem;0;0;0;0;0;0;14;74;103;76;30;11;2;5;0;0;0;0;140;4;455;2;Enterobacterales;2,000;4,000
Imipenem-relebactam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;2,000;2,000
Kanamycin;0;0;0;0;0;0;0;0;0;0;6;7;3;2;0;0;0;0;0;1;18;NA;Enterobacterales;NA;NA
Levofloxacin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,500;1,000
Mecillinam;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;NA;Enterobacterales;8,000;8,000
Meropenem;0;0;0;0;1;64;13;3;1;0;2;0;0;0;0;0;0;0;0;1;84;NA;Enterobacterales;2,000;8,000
Meropenem-vaborbactam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;8,000;8,000
Minocycline;0;0;0;0;0;0;0;1;2;12;6;2;0;0;0;0;0;0;0;1;23;NA;Enterobacterales;NA;NA
Moxifloxacin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,250;0,250
Netilmicin;0;0;0;0;0;0;0;1;3;4;5;3;0;0;2;0;0;0;0;1;18;NA;Enterobacterales;NA;NA
Nitrofurantoin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;64,000;64,000
Nitroxoline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;16,000;16,000
Norfloxacin;0;0;0;5;26;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;35;NA;Enterobacterales;0,500;0,500
Ofloxacin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,250;0,500
Piperacillin;0;0;0;0;0;0;2;10;30;19;16;6;0;1;0;0;0;0;0;1;84;NA;Enterobacterales;8,000;8,000
Piperacillin-tazobactam;0;0;0;0;0;0;0;0;17;95;133;31;8;7;14;7;5;2;142;5;461;8;Enterobacterales;8,000;8,000
Streptomycin;0;0;0;0;0;0;0;0;0;29;10;6;0;0;0;0;0;0;0;1;45;NA;Enterobacterales;NA;NA
Temocillin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;0,001;16,000
Tetracycline;0;0;0;0;0;0;0;0;0;5;11;34;26;4;5;1;0;0;0;2;86;NA;Enterobacterales;NA;NA
Ticarcillin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;8,000;16,000
Ticarcillin-clavulanic_acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;8,000;16,000
Tigecycline;0;0;0;2;0;12;157;343;173;105;38;12;2;0;0;0;0;0;0;17;844;1;Enterobacterales;0,500;0,500
Tobramycin;0;0;0;0;0;0;0;17;28;65;41;16;2;4;4;0;0;0;144;2;321;NA;Enterobacterales;2,000;2,000
Trimethoprim;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Enterobacterales;4,000;4,000
Trimethoprim-sulfamethoxazole;0;0;0;0;0;10;34;63;41;8;3;6;1;8;143;2;0;0;0;2;319;NA;Enterobacterales;2,000;4,000
